"district","hour","mode1","mode2","mode3"
"028","1pm",20.8376,49.8454,29.317
"028","2pm",17.5241,56.1582,26.3176
"028","3pm",17.2351,56.4833,26.2816
"028","4pm",16.9739,53.9209,29.1053
"028","5pm",14.592,57.0495,28.3586
"028","6pm",15.6393,50.8127,33.548
"028","7pm",15.6317,47.5448,36.8235
"028","8pm",18.2073,45.2003,36.5924
"028","9pm",21.7968,43.1202,35.083
"028","10pm",22.6996,44.5059,32.7945
"028","11pm",22.627,43.2645,34.1085
"028","12pm",22.2373,43.4548,34.3079
"028","1am",22.2378,43.4536,34.3087
"028","2am",22.1023,43.798,34.0997
"028","3am",21.9233,44.2532,33.8235
"029","4am",37.5351,27.4655,34.9994
"029","5am",36.6073,30.0693,33.3234
"029","6am",37.3619,29.6452,32.9929
"029","7am",36.6778,30.7298,32.5923
"029","8am",34.9435,31.4184,33.638
"029","9am",34.1868,31.1013,34.712
"029","10am",29.0685,37.513,33.4185
"029","11am",25.7884,39.3515,34.8601
"029","12am",24.6259,42.7602,32.6139
"029","1pm",29.9051,34.037,36.0578
"029","2pm",30.2215,25.8912,43.8874
"029","3pm",23.8774,27.6219,48.5007
"029","4pm",30.6511,25.9258,43.423
"029","5pm",30.6801,25.3591,43.9608
"029","6pm",36.5348,21.902,41.5632
"029","7pm",33.4106,26.9381,39.6513
"029","8pm",35.5557,23.0977,41.3466
"029","9pm",38.1625,25.5655,36.272
"029","10pm",37.9909,24.4234,37.5857
"029","11pm",37.4119,25.5754,37.0127
"029","12pm",37.7452,27.8504,34.4044
"029","1am",37.7452,27.8504,34.4044
"029","2am",37.7452,27.8504,34.4044
"029","3am",37.7452,27.8504,34.4044
"030","4am",29.2477,18.8581,51.8942
"030","5am",28.6097,19.7137,51.6766
"030","6am",27.7579,21.7937,50.4483
"030","7am",26.4158,26.1596,47.4247
"030","8am",28.3578,30.5147,41.1275
"030","9am",29.6146,29.8857,40.4997
"030","10am",27.8701,30.6201,41.5098
"030","11am",30.392,25.6535,43.9546
"030","12am",28.1575,29.5502,42.2923
"030","1pm",27.2223,25.2041,47.5736
"030","2pm",25.8924,24.1384,49.9692
"030","3pm",25.8216,27.854,46.3245
"030","4pm",24.8635,27.393,47.7436
"030","5pm",22.5357,27.2707,50.1937
"030","6pm",28.6435,24.2476,47.1089
"030","7pm",32.0478,19.5607,48.3916
"030","8pm",34.8575,18.0961,47.0464
"030","9pm",33.2962,19.8312,46.8726
"030","10pm",32.3811,20.2309,47.388
"030","11pm",33.413,19.4139,47.1732
"030","12pm",32.3712,20.8445,46.7843
"030","1am",31.4758,20.2487,48.2755
"030","2am",30.1004,20.76,49.1396
"030","3am",29.4398,20.0829,50.4773
"031","4am",15.3712,31.0677,53.5611
"031","5am",15.4861,31.2998,53.2141
"031","6am",15.4037,31.1332,53.4631
"031","7am",16.0683,31.8287,52.1029
"031","8am",23.7249,33.3441,42.931
"031","9am",31.584,36.1286,32.2874
"031","10am",29.9735,37.6699,32.3566
"031","11am",28.7188,39.6533,31.6279
"031","12am",29.4703,36.315,34.2147
"031","1pm",23.9987,32.3778,43.6235
"031","2pm",23.9625,30.9639,45.0736
"031","3pm",23.6623,29.8802,46.4574
"031","4pm",25.9299,27.6191,46.451
"031","5pm",23.8845,27.301,48.8145
"031","6pm",20.7867,30.2508,48.9624
"031","7pm",19.0379,33.1061,47.856
"031","8pm",20.011,27.0202,52.9688
"031","9pm",18.2384,31.4929,50.2687
"031","10pm",18.0581,30.5589,51.383
"031","11pm",18.0002,28.9637,53.0361
"031","12pm",16.9462,29.2728,53.781
"031","1am",16.463,31.1802,52.3567
"031","2am",16.5158,30.6332,52.8511
"031","3am",16.3768,30.3754,53.2477
"032","4am",4.7541,53.9018,41.344
"032","5am",4.7693,53.7549,41.4758
"032","6am",5.0211,54.0464,40.9325
"032","7am",5.3477,54.9932,39.6591
"032","8am",10.2867,61.1883,28.5249
"032","9am",13.9873,61.5281,24.4846
"032","10am",15.2686,59.5822,25.1492
"032","11am",13.7764,61.1387,25.0849
"032","12am",14.8106,58.5619,26.6275
"032","1pm",13.7477,52.2386,34.0136
"032","2pm",11.4856,56.1865,32.3279
"032","3pm",13.1815,52.6663,34.1522
"032","4pm",12.9456,52.8338,34.2206
"032","5pm",13.2032,52.079,34.7178
"032","6pm",8.206,49.0657,42.7282
"032","7pm",9.5167,47.5422,42.941
"032","8pm",3.877,54.8898,41.2332
"032","9pm",5.0412,60.9147,34.0441
"032","10pm",5.0953,58.8222,36.0825
"032","11pm",4.8416,58.6946,36.4638
"032","12pm",5.1999,55.6374,39.1627
"032","1am",7.0194,54.7052,38.2754
"032","2am",5.0921,55.8391,39.0688
"032","3am",5.1866,55.02,39.7935
"033","4am",9.3133,30.2644,60.4223
"033","5am",9.3133,30.2644,60.4223
"033","6am",10.7972,29.2776,59.9252
"033","7am",11.0969,29.2531,59.65
"033","8am",15.6869,26.0672,58.2459
"033","9am",21.6983,24.8566,53.4451
"033","10am",21.5148,26.038,52.4472
"033","11am",22.0574,24.3899,53.5527
"033","12am",21.1237,22.0343,56.8421
"033","1pm",14.3757,18.8741,66.7502
"033","2pm",15.3388,19.4591,65.2021
"033","3pm",15.9652,22.5457,61.4891
"033","4pm",12.1181,24.7904,63.0915
"033","5pm",12.7631,26.5346,60.7023
"033","6pm",11.1677,26.8547,61.9776
"033","7pm",6.7368,28.4602,64.803
"033","8pm",9.5078,31.2741,59.2181
"033","9pm",10.6421,29.6031,59.7548
"033","10pm",10.1976,31.8131,57.9893
"033","11pm",11.4466,28.151,60.4024
"033","12pm",8.9951,30.6243,60.3806
"033","1am",9.6444,30.4215,59.9341
"033","2am",9.6444,30.4215,59.9341
"033","3am",9.839,31.0354,59.1255
"034","4am",13.5558,47.1275,39.3168
"034","5am",13.5558,47.1275,39.3168
"034","6am",12.3854,47.9955,39.6192
"034","7am",12.9213,45.7191,41.3595
"034","8am",16.2003,44.1887,39.611
"034","9am",18.3906,40.6429,40.9665
"034","10am",21.3122,41.0665,37.6214
"034","11am",21.225,36.731,42.044
"034","12am",17.7495,37.8128,44.4376
"034","1pm",14.0465,37.7897,48.1638
"034","2pm",16.1614,40.5356,43.3029
"034","3pm",17.8719,36.2892,45.8389
"034","4pm",17.3615,40.2368,42.4017
"034","5pm",14.9912,40.6801,44.3286
"034","6pm",13.7291,38.6431,47.6278
"034","7pm",12.8661,40.8891,46.2448
"034","8pm",14.5828,46.4626,38.9546
"034","9pm",17.1909,48.0734,34.7357
"034","10pm",15.2924,47.9481,36.7595
"034","11pm",13.7761,49.0681,37.1558
"034","12pm",13.7252,48.9214,37.3535
"034","1am",13.2964,48.139,38.5646
"034","2am",13.1696,47.5571,39.2733
"034","3am",13.4298,47.6188,38.9514
"035","4am",29.9599,34.8912,35.1489
"035","5am",29.781,35.28,34.939
"035","6am",31.0179,34.6586,34.3235
"035","7am",30.1971,36.305,33.4979
"035","8am",23.9736,40.3396,35.6868
"035","9am",25.2,40.4872,34.3128
"035","10am",24.5531,37.0217,38.4252
"035","11am",20.4431,40.2975,39.2594
"035","12am",24.5936,36.0321,39.3743
"035","1pm",22.9022,34.258,42.8398
"035","2pm",21.3636,39.9766,38.6598
"035","3pm",21.1479,37.4718,41.3803
"035","4pm",20.1356,36.0684,43.796
"035","5pm",26.2496,32.469,41.2815
"035","6pm",24.1101,36.6052,39.2847
"035","7pm",33.6798,30.7105,35.6097
"035","8pm",31.3892,35.6684,32.9424
"035","9pm",26.6073,40.57,32.8226
"035","10pm",26.9637,41.7476,31.2887
"035","11pm",28.3941,39.0375,32.5685
"035","12pm",28.6366,37.6226,33.7408
"035","1am",29.4489,35.2159,35.3352
"035","2am",29.4489,35.2159,35.3352
"035","3am",29.764,35.5928,34.6432
"036","4am",10.4645,18.6343,70.9012
"036","5am",10.4645,18.6343,70.9012
"036","6am",10.7408,22.2531,67.0061
"036","7am",11.1172,27.5433,61.3395
"036","8am",18.5001,33.7509,47.749
"036","9am",23.1509,33.7881,43.061
"036","10am",25.5624,34.6248,39.8127
"036","11am",26.2058,34.6101,39.1841
"036","12am",22.7398,34.9321,42.3281
"036","1pm",19.2186,32.082,48.6994
"036","2pm",22.1055,31.1837,46.7107
"036","3pm",25.2555,28.1589,46.5856
"036","4pm",23.716,28.1535,48.1305
"036","5pm",21.2497,29.1334,49.6169
"036","6pm",23.4418,27.3304,49.2279
"036","7pm",18.2561,29.3434,52.4005
"036","8pm",15.8004,31.3284,52.8712
"036","9pm",14.8825,29.5581,55.5594
"036","10pm",13.174,25.5635,61.2625
"036","11pm",12.8897,23.9192,63.191
"036","12pm",13.7782,21.6693,64.5524
"036","1am",12.262,18.4939,69.2441
"036","2am",11.6414,19.5305,68.8282
"036","3am",11.7438,19.7023,68.5538
"037","4am",14.9612,7.0709,77.9679
"037","5am",14.8906,7.5093,77.6001
"037","6am",14.9114,8.215,76.8736
"037","7am",16.6105,8.9714,74.4181
"037","8am",25.6579,11.3965,62.9456
"037","9am",31.078,25.4294,43.4926
"037","10am",30.8715,24.3448,44.7837
"037","11am",31.9025,20.2968,47.8007
"037","12am",31.6241,22.5061,45.8697
"037","1pm",25.984,15.6289,58.3871
"037","2pm",25.213,16.5135,58.2735
"037","3pm",29.3192,18.0194,52.6613
"037","4pm",30.4322,16.2033,53.3645
"037","5pm",26.9959,13.757,59.2471
"037","6pm",23.4808,15.4632,61.056
"037","7pm",14.992,9.148,75.86
"037","8pm",15.8104,14.8899,69.2997
"037","9pm",16.549,15.7967,67.6543
"037","10pm",16.5414,13.808,69.6506
"037","11pm",16.3013,17.0127,66.6861
"037","12pm",14.919,12.8028,72.2782
"037","1am",15.0757,11.2828,73.6415
"037","2am",14.6631,7.9094,77.4275
"037","3am",14.4702,8.1576,77.3722
"038","4am",10.4829,71.8182,17.699
"038","5am",10.6831,71.2798,18.0371
"038","6am",9.9148,70.689,19.3962
"038","7am",8.6589,70.9155,20.4256
"038","8am",4.7628,70.7464,24.4909
"038","9am",2.7927,70.8594,26.3479
"038","10am",2.8591,71.3923,25.7486
"038","11am",4.9105,72.589,22.5006
"038","12am",6.0424,68.0807,25.8769
"038","1pm",6.825,69.0225,24.1525
"038","2pm",3.9521,69.0287,27.0192
"038","3pm",5.5435,70.3394,24.1171
"038","4pm",4.7301,74.6941,20.5758
"038","5pm",7.2138,70.798,21.9883
"038","6pm",9.6527,71.2219,19.1255
"038","7pm",12.0607,70.2107,17.7286
"038","8pm",9.7406,72.5668,17.6927
"038","9pm",9.4976,73.2511,17.2513
"038","10pm",9.4032,73.517,17.0798
"038","11pm",9.4723,73.3222,17.2055
"038","12pm",10.405,72.0275,17.5675
"038","1am",10.3159,72.267,17.4171
"038","2am",10.2416,72.4667,17.2917
"038","3am",10.2416,72.4667,17.2917
"039","4am",17.9818,59.3679,22.6504
"039","5am",18.4407,59.1504,22.4089
"039","6am",18.3883,59.0563,22.5554
"039","7am",18.2095,60.0781,21.7124
"039","8am",23.8869,57.1148,18.9983
"039","9am",22.0509,58.3619,19.5872
"039","10am",21.3649,61.2696,17.3654
"039","11am",16.7173,62.4714,20.8113
"039","12am",15.7172,64.5029,19.7799
"039","1pm",16.2696,66.9194,16.8109
"039","2pm",20.7439,55.5794,23.6767
"039","3pm",22.2746,53.7796,23.9458
"039","4pm",17.7599,54.3072,27.9329
"039","5pm",16.0169,55.441,28.5421
"039","6pm",11.9375,54.1311,33.9314
"039","7pm",22.6365,47.5503,29.8132
"039","8pm",18.3323,54.1452,27.5225
"039","9pm",18.2846,55.2411,26.4742
"039","10pm",18.3577,56.3304,25.3119
"039","11pm",18.2377,57.7652,23.9971
"039","12pm",17.7853,59.8119,22.4028
"039","1am",17.2958,60.9178,21.7863
"039","2am",18.3243,58.594,23.0818
"039","3am",18.1637,58.9568,22.8795
"041","4am",3.2683,74.4647,22.267
"041","5am",3.25,74.4047,22.3453
"041","6am",3.3049,73.919,22.7761
"041","7am",2.5721,74.0447,23.3831
"041","8am",3.8142,79.3806,16.8051
"041","9am",4.283,77.7113,18.0057
"041","10am",4.113,76.62,19.2669
"041","11am",4.4028,74.9729,20.6243
"041","12am",4.5111,75.3586,20.1303
"041","1pm",5.0562,71.2355,23.7083
"041","2pm",4.0614,71.9819,23.9567
"041","3pm",4.4311,73.0934,22.4755
"041","4pm",3.2671,74.8653,21.8676
"041","5pm",3.353,76.4631,20.1839
"041","6pm",2.7075,78.0079,19.2846
"041","7pm",4.0953,77.1989,18.7057
"041","8pm",3.1329,76.7142,20.1529
"041","9pm",3.2202,74.7291,22.0507
"041","10pm",3.3,74.1024,22.5976
"041","11pm",3.135,74.7482,22.1168
"041","12pm",3.1806,74.3811,22.4383
"041","1am",3.2056,74.1792,22.6152
"041","2am",3.2056,74.1792,22.6152
"041","3am",3.2056,74.1792,22.6152
"042","4am",4.0243,72.7445,23.2312
"042","5am",4.0325,72.8921,23.0754
"042","6am",4.1344,73.0119,22.8537
"042","7am",3.4805,71.5983,24.9211
"042","8am",1.1712,69.784,29.0448
"042","9am",1.5718,71.0349,27.3933
"042","10am",1.7929,66.3612,31.8459
"042","11am",2.6765,69.0969,28.2267
"042","12am",2.6246,69.86,27.5154
"042","1pm",0.4158,72.8376,26.7466
"042","2pm",0,73.6459,26.3541
"042","3pm",0,73.8421,26.1579
"042","4pm",0,73.9863,26.0137
"042","5pm",1.2227,72.067,26.7103
"042","6pm",2.7063,76.4578,20.836
"042","7pm",4.8877,76.3806,18.7317
"042","8pm",4.7205,76.1739,19.1057
"042","9pm",4.589,73.4779,21.9331
"042","10pm",4.6281,73.2522,22.1198
"042","11pm",4.5924,73.4582,21.9494
"042","12pm",4.6108,73.3519,22.0373
"042","1am",4.6108,73.3519,22.0373
"042","2am",4.6108,73.3519,22.0373
"042","3am",4.6108,73.3519,22.0373
"043","4am",6.0162,79.7904,14.1935
"043","5am",6.0645,79.6281,14.3074
"043","6am",5.9143,80.1325,13.9532
"043","7am",6.5372,78.0401,15.4227
"043","8am",2.1006,81.7403,16.1592
"043","9am",1.1302,79.0321,19.8378
"043","10am",1.3061,79.9988,18.6951
"043","11am",2.3614,83.7697,13.8689
"043","12am",2.1632,79.573,18.2638
"043","1pm",2.0638,80.5118,17.4244
"043","2pm",1.1989,83.3006,15.5005
"043","3pm",1.2295,78.4287,20.3418
"043","4pm",2.6057,77.6621,19.7321
"043","5pm",5.6449,74.9579,19.3971
"043","6pm",8.8722,74.8712,16.2567
"043","7pm",7.9417,78.1168,13.9416
"043","8pm",5.9252,81.1377,12.9372
"043","9pm",5.7835,80.572,13.6445
"043","10pm",5.9119,80.1407,13.9474
"043","11pm",5.9932,79.8674,14.1394
"043","12pm",5.7869,80.5606,13.6525
"043","1am",5.7869,80.5606,13.6525
"043","2am",5.7869,80.5606,13.6525
"043","3am",5.7869,80.5606,13.6525
"044","4am",1.5806,81.7067,16.7127
"044","5am",1.538,82.2,16.262
"044","6am",1.5123,82.4967,15.991
"044","7am",1.5357,82.9946,15.4697
"044","8am",7.8128,78.2384,13.9488
"044","9am",10.3285,73.3793,16.2922
"044","10am",9.1471,75.9101,14.9428
"044","11am",8.5059,75.7516,15.7424
"044","12am",7.9145,74.9505,17.135
"044","1pm",8.1559,72.9965,18.8477
"044","2pm",8.0793,73.969,17.9517
"044","3pm",10.2883,72.9655,16.7462
"044","4pm",9.8529,73.9473,16.1997
"044","5pm",10.2599,73.2414,16.4987
"044","6pm",5.5975,77.3492,17.0533
"044","7pm",4.249,78.4513,17.2997
"044","8pm",1.5001,82.7048,15.795
"044","9pm",1.428,82.7511,15.8209
"044","10pm",1.5266,82.3313,16.1421
"044","11pm",1.5361,82.2221,16.2418
"044","12pm",1.5491,82.0711,16.3797
"044","1am",1.5491,82.0711,16.3797
"044","2am",1.5491,82.0711,16.3797
"044","3am",1.5617,81.9255,16.5128
"045","4am",7.7572,74.1477,18.0951
"045","5am",7.8864,74.5498,17.5639
"045","6am",11.4457,71.5092,17.0451
"045","7am",8.976,72.6778,18.3462
"045","8am",7.4319,70.8961,21.672
"045","9am",5.2426,69.6224,25.135
"045","10am",4.7215,72.6402,22.6383
"045","11am",5.0337,70.8312,24.1351
"045","12am",5.0678,69.5125,25.4197
"045","1pm",6.5896,66.4373,26.9731
"045","2pm",2.2515,68.5746,29.1738
"045","3pm",1.9873,73.0084,25.0043
"045","4pm",5.355,71.1463,23.4987
"045","5pm",1.8177,76.815,21.3673
"045","6pm",8.0875,71.8314,20.0811
"045","7pm",8.3058,71.7289,19.9653
"045","8pm",8.2897,73.8323,17.878
"045","9pm",9.2009,72.9549,17.8443
"045","10pm",7.6323,74.564,17.8037
"045","11pm",7.5795,74.7401,17.6805
"045","12pm",7.6278,74.579,17.7932
"045","1am",7.6278,74.579,17.7932
"045","2am",7.5645,74.7898,17.6457
"045","3am",7.5645,74.7898,17.6457
"046","4am",3.9683,87.7692,8.2625
"046","5am",3.9989,87.6747,8.3264
"046","6am",4.1042,87.3503,8.5455
"046","7am",3.4871,87.5907,8.9222
"046","8am",3.3566,87.2735,9.37
"046","9am",2.8857,88.5832,8.5311
"046","10am",3.2789,90.0301,6.691
"046","11am",0,91.582,8.418
"046","12am",2.8961,91.5652,5.5388
"046","1pm",1.3754,92.1725,6.4521
"046","2pm",1.4737,90.1912,8.3351
"046","3pm",1.4484,88.9113,9.6402
"046","4pm",1.6366,87.4709,10.8925
"046","5pm",2.8361,89.8312,7.3327
"046","6pm",2.3175,89.7313,7.9512
"046","7pm",3.5867,89.097,7.3163
"046","8pm",3.4212,90.2942,6.2846
"046","9pm",4.1201,86.9183,8.9616
"046","10pm",4.0625,87.3314,8.6061
"046","11pm",4.817,86.1959,8.9872
"046","12pm",4.7779,86.3078,8.9143
"046","1am",4.8163,86.1979,8.9859
"046","2am",4.7807,86.2999,8.9194
"046","3am",4.7807,86.2999,8.9194
"047","4am",3.1692,83.3461,13.4847
"047","5am",3.139,83.5048,13.3562
"047","6am",3.2093,84.253,12.5377
"047","7am",3.4577,83.0343,13.5081
"047","8am",1.696,75.4367,22.8673
"047","9am",1.8966,76.3254,21.778
"047","10am",1.8679,76.4433,21.6888
"047","11am",1.7851,77.4281,20.7869
"047","12am",0,80.5958,19.4042
"047","1pm",0.8477,77.0886,22.0637
"047","2pm",0.9005,75.6624,23.4372
"047","3pm",0.8668,75.6159,23.5173
"047","4pm",0.8901,77.0889,22.021
"047","5pm",3.4562,77.9698,18.574
"047","6pm",4.4464,75.8608,19.6928
"047","7pm",3.1957,80.9354,15.869
"047","8pm",3.1236,81.3656,15.5108
"047","9pm",3.3586,81.3314,15.3099
"047","10pm",3.0631,82.9743,13.9626
"047","11pm",3.0968,82.7866,14.1165
"047","12pm",3.0206,83.2103,13.7691
"047","1am",2.9398,83.6596,13.4006
"047","2am",2.9398,83.6596,13.4006
"047","3am",2.9662,84.4127,12.6211
"048","4am",0.1363,66.9012,32.9625
"048","5am",0.1374,66.6338,33.2287
"048","6am",0.1387,66.3122,33.5491
"048","7am",0.1366,67.2741,32.5892
"048","8am",5.1838,60.7695,34.0467
"048","9am",6.3324,60.7733,32.8943
"048","10am",6.4797,59.8608,33.6595
"048","11am",5.0383,62.4695,32.4922
"048","12am",4.0604,65.4117,30.5279
"048","1pm",1.6776,63.817,34.5054
"048","2pm",1.6431,63.6036,34.7533
"048","3pm",1.6168,63.5338,34.8494
"048","4pm",1.796,57.4705,40.7335
"048","5pm",1.5664,61.8446,36.589
"048","6pm",1.0146,64.3699,34.6155
"048","7pm",0.2821,67.3853,32.3326
"048","8pm",0.2887,65.891,33.8203
"048","9pm",0.2659,69.3203,30.4139
"048","10pm",0.2655,70.1284,29.6061
"048","11pm",0.2853,67.8909,31.8237
"048","12pm",0.2862,67.7949,31.9189
"048","1am",0.2862,67.7949,31.9189
"048","2am",0.2862,67.7949,31.9189
"048","3am",0.2862,67.7949,31.9189
"049","4am",2.2779,74.8602,22.8618
"049","5am",1.4932,75.7281,22.7787
"049","6am",1.4806,75.9335,22.586
"049","7am",1.5701,74.5378,23.8921
"049","8am",0,76.051,23.949
"049","9am",0,71.2882,28.7118
"049","10am",0,71.4406,28.5594
"049","11am",0,72.0672,27.9328
"049","12am",0,74.0044,25.9956
"049","1pm",0.9291,75.3237,23.7472
"049","2pm",1.0327,74.7835,24.1838
"049","3pm",1.0002,73.4241,25.5757
"049","4pm",0.9735,77.9919,21.0346
"049","5pm",0,78.9184,21.0816
"049","6pm",1.6595,76.8065,21.534
"049","7pm",0.6873,78.2853,21.0274
"049","8pm",2.2802,74.835,22.8847
"049","9pm",2.9085,75.3432,21.7483
"049","10pm",2.9329,75.1363,21.9308
"049","11pm",2.9174,75.2676,21.815
"049","12pm",2.9478,75.0101,22.0421
"049","1am",2.9478,75.0101,22.0421
"049","2am",2.9478,75.0101,22.0421
"049","3am",2.9478,75.0101,22.0421
"050","4am",1.9511,67.0779,30.971
"050","5am",1.8681,68.4784,29.6534
"050","6am",1.849,68.9965,29.1545
"050","7am",1.1162,69.9193,28.9645
"050","8am",8.6951,67.3219,23.983
"050","9am",8.6457,70.4855,20.8688
"050","10am",8.5244,69.1397,22.3358
"050","11am",8.4365,71.063,20.5005
"050","12am",8.1983,69.1515,22.6503
"050","1pm",7.0276,65.4957,27.4767
"050","2pm",6.9502,68.3512,24.6986
"050","3pm",7.4468,70.0184,22.5348
"050","4pm",6.8776,71.2824,21.84
"050","5pm",5.5349,73.1363,21.3287
"050","6pm",1.8873,74.8409,23.2718
"050","7pm",1.4702,72.1191,26.4107
"050","8pm",1.9863,72.9764,25.0373
"050","9pm",1.9104,69.8714,28.2181
"050","10pm",1.9354,69.4771,28.5874
"050","11pm",1.9301,69.5615,28.5084
"050","12pm",1.9762,69.3039,28.7199
"050","1am",1.9724,68.531,29.4966
"050","2am",1.9804,68.4038,29.6158
"050","3am",1.9804,68.4038,29.6158
"051","4am",2.7415,77.6132,19.6453
"051","5am",2.7145,77.8334,19.452
"051","6am",2.732,78.4942,18.7738
"051","7am",1.8708,78.9445,19.1847
"051","8am",3.4164,76.6,19.9836
"051","9am",4.2653,74.4537,21.281
"051","10am",2.8166,73.0615,24.1219
"051","11am",2.8498,73.8451,23.3052
"051","12am",2.6613,74.4196,22.9192
"051","1pm",2.668,75.5128,21.8191
"051","2pm",2.9238,72.8702,24.206
"051","3pm",2.8416,73.6329,23.5255
"051","4pm",2.7152,74.806,22.4788
"051","5pm",2.9924,74.1011,22.9064
"051","6pm",1.5598,76.6204,21.8198
"051","7pm",2.6479,75.8635,21.4886
"051","8pm",2.0479,77.5724,20.3796
"051","9pm",2.782,77.2824,19.9356
"051","10pm",2.6883,78.0479,19.2638
"051","11pm",2.7093,77.8761,19.4146
"051","12pm",2.6671,78.2205,19.1124
"051","1am",2.6491,78.3676,18.9832
"051","2am",2.6562,78.3098,19.034
"051","3am",2.6562,78.3098,19.034
"052","4am",1.647,70.7728,27.5802
"052","5am",1.647,71.6456,26.7074
"052","6am",1.6467,71.6501,26.7032
"052","7am",1.7353,71.0444,27.2203
"052","8am",5.4337,68.2782,26.2881
"052","9am",4.9922,69.5323,25.4755
"052","10am",5.0433,69.5927,25.3639
"052","11am",4.3149,71.0643,24.6208
"052","12am",5.0219,70.4034,24.5746
"052","1pm",4.8718,70.3895,24.7387
"052","2pm",2.4367,73.3112,24.2521
"052","3pm",2.4305,71.3687,26.2007
"052","4pm",1.9969,72.0788,25.9243
"052","5pm",2.6682,71.2419,26.0898
"052","6pm",3.2135,72.928,23.8584
"052","7pm",1.4158,72.7383,25.8459
"052","8pm",2.0821,72.0163,25.9016
"052","9pm",2.0406,72.156,25.8034
"052","10pm",2.0324,71.4152,26.5524
"052","11pm",2.0501,71.1655,26.7843
"052","12pm",2.0042,71.062,26.9338
"052","1am",2.0042,71.062,26.9338
"052","2am",2.0042,71.062,26.9338
"052","3am",2.0042,71.062,26.9338
"053","4am",7.0981,80.3684,12.5336
"053","5am",7.2605,79.9192,12.8203
"053","6am",6.704,80.8847,12.4113
"053","7am",3.3445,83.2996,13.3559
"053","8am",0.9221,87.3732,11.7046
"053","9am",2.0027,80.8202,17.1771
"053","10am",1.1625,81.9347,16.9028
"053","11am",1.1558,81.2374,17.6068
"053","12am",0,80.8226,19.1774
"053","1pm",0,81.804,18.196
"053","2pm",1.1102,80.7746,18.1152
"053","3pm",1.1249,79.8669,19.0082
"053","4pm",1.089,80.7504,18.1606
"053","5pm",0.8605,78.0949,21.0446
"053","6pm",2.5755,79.5044,17.9201
"053","7pm",5.8146,79.1132,15.0722
"053","8pm",6.6008,79.721,13.6782
"053","9pm",7.3876,79.1048,13.5076
"053","10pm",7.1643,79.7364,13.0993
"053","11pm",7.2457,79.9601,12.7942
"053","12pm",7.1555,80.2094,12.6351
"053","1am",6.9083,80.8932,12.1985
"053","2am",6.9083,80.8932,12.1985
"053","3am",6.9083,80.8932,12.1985
"054","4am",9.3685,76.7089,13.9226
"054","5am",8.7995,76.9673,14.2332
"054","6am",9.0625,77.0802,13.8573
"054","7am",7.3069,78.1526,14.5405
"054","8am",4.3003,77.2886,18.4111
"054","9am",2.0683,78.9084,19.0233
"054","10am",2.065,81.1368,16.7982
"054","11am",3.0473,83.1761,13.7766
"054","12am",1.3617,81.0996,17.5387
"054","1pm",2.0413,82.5564,15.4023
"054","2pm",0.9599,78.8656,20.1745
"054","3pm",1.0262,79.6964,19.2775
"054","4pm",0.8648,81.8926,17.2426
"054","5pm",0.838,80.283,18.8789
"054","6pm",4.3564,79.8004,15.8432
"054","7pm",8.2666,76.1696,15.5637
"054","8pm",9.3856,77.3277,13.2868
"054","9pm",9.5357,76.9649,13.4993
"054","10pm",9.3285,77.4654,13.206
"054","11pm",9.1943,77.1419,13.6638
"054","12pm",9.1101,77.3514,13.5386
"054","1am",9.2105,77.1016,13.6878
"054","2am",9.1421,77.2717,13.5862
"054","3am",9.1421,77.2717,13.5862
"055","4am",2.6208,84.9985,12.3807
"055","5am",2.6585,84.7826,12.5589
"055","6am",2.7241,84.4073,12.8686
"055","7am",2.9357,85.3319,11.7324
"055","8am",2.1309,84.0605,13.8086
"055","9am",3.9735,79.7874,16.2391
"055","10am",4.6753,76.3372,18.9875
"055","11am",4.7312,76.0544,19.2144
"055","12am",4.603,79.5706,15.8264
"055","1pm",4.9765,77.6675,17.356
"055","2pm",4.8561,80.7763,14.3676
"055","3pm",5.6534,80.3855,13.9611
"055","4pm",5.3742,80.5557,14.0701
"055","5pm",4.3362,81.1354,14.5284
"055","6pm",4.0072,82.1862,13.8066
"055","7pm",3.56,82.4993,13.9406
"055","8pm",3.319,85.3058,11.3753
"055","9pm",4.1266,83.9986,11.8747
"055","10pm",2.6111,85.054,12.3349
"055","11pm",2.5625,85.3323,12.1052
"055","12pm",2.5718,85.2792,12.1491
"055","1am",2.5718,85.2792,12.1491
"055","2am",2.5718,85.2792,12.1491
"055","3am",2.5718,85.2792,12.1491
"056","4am",7.0218,65.9955,26.9828
"056","5am",6.5405,69.163,24.2965
"056","6am",6.6337,68.7235,24.6428
"056","7am",4.8098,69.3074,25.8828
"056","8am",12.057,63.7895,24.1535
"056","9am",14.2008,64.809,20.9902
"056","10am",13.7322,64.0124,22.2554
"056","11am",13.1947,66.9107,19.8946
"056","12am",12.3604,63.2542,24.3854
"056","1pm",8.7702,59.3796,31.8501
"056","2pm",6.6682,64.6662,28.6656
"056","3pm",6.9023,62.6623,30.4353
"056","4pm",3.0548,65.7608,31.1844
"056","5pm",3.229,65.6201,31.1509
"056","6pm",1.8638,76.2935,21.8426
"056","7pm",6.7889,66.4756,26.7355
"056","8pm",8.6097,67.7486,23.6418
"056","9pm",7.3186,69.2634,23.418
"056","10pm",6.317,69.4085,24.2745
"056","11pm",6.749,67.3164,25.9346
"056","12pm",6.6108,67.9855,25.4037
